Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
75624;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;83;Peñagrande;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;44844
75716;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;84;Pilar;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;46543
75806;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;85;La Paz;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;32343
75895;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;86;Valverde;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;66870
75987;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;87;Mirasierra;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36744
76075;2024;Ciudad de Madrid;8;Fuencarral-El Pardo;88;El Goloso;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19596
76401;2024;Ciudad de Madrid;9;Moncloa-Aravaca;91;Casa de Campo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;12946
76491;2024;Ciudad de Madrid;9;Moncloa-Aravaca;92;Argüelles;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24987
76581;2024;Ciudad de Madrid;9;Moncloa-Aravaca;93;Ciudad Universitaria;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;16876
76663;2024;Ciudad de Madrid;9;Moncloa-Aravaca;94;Valdezarza;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;31614
76755;2024;Ciudad de Madrid;9;Moncloa-Aravaca;95;Valdemarín;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7451
76836;2024;Ciudad de Madrid;9;Moncloa-Aravaca;96;El Plantío;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;3156
76921;2024;Ciudad de Madrid;9;Moncloa-Aravaca;97;Aravaca;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;28193
77251;2024;Ciudad de Madrid;10;Latina;101;Los Cármenes;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18423
77339;2024;Ciudad de Madrid;10;Latina;102;Puerta del Ángel;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;45513
77430;2024;Ciudad de Madrid;10;Latina;103;Lucero;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;38072
77520;2024;Ciudad de Madrid;10;Latina;104;Aluche;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;68973
77612;2024;Ciudad de Madrid;10;Latina;105;Campamento;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;20657
77698;2024;Ciudad de Madrid;10;Latina;106;Cuatro Vientos;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6417
77781;2024;Ciudad de Madrid;10;Latina;107;Águilas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;52341
78112;2024;Ciudad de Madrid;11;Carabanchel;111;Comillas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23466
78201;2024;Ciudad de Madrid;11;Carabanchel;112;Opañel;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;35513
78291;2024;Ciudad de Madrid;11;Carabanchel;113;San Isidro;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;42184
78384;2024;Ciudad de Madrid;11;Carabanchel;114;Vista Alegre;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;50153
78476;2024;Ciudad de Madrid;11;Carabanchel;115;Puerta Bonita;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;38781
78566;2024;Ciudad de Madrid;11;Carabanchel;116;Buenavista;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;51040
78656;2024;Ciudad de Madrid;11;Carabanchel;117;Abrantes;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;33269
78983;2024;Ciudad de Madrid;12;Usera;121;Orcasitas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23482
79075;2024;Ciudad de Madrid;12;Usera;122;Orcasur;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;14851
79166;2024;Ciudad de Madrid;12;Usera;123;San Fermín;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24510
79255;2024;Ciudad de Madrid;12;Usera;124;Almendrales;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;23927
79345;2024;Ciudad de Madrid;12;Usera;125;Moscardó;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;27873
79433;2024;Ciudad de Madrid;12;Usera;126;Zofío;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15298
79520;2024;Ciudad de Madrid;12;Usera;127;Pradolongo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19172
79849;2024;Ciudad de Madrid;13;Puente de Vallecas;131;Entrevías;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36851
79943;2024;Ciudad de Madrid;13;Puente de Vallecas;132;San Diego;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;49339
80036;2024;Ciudad de Madrid;13;Puente de Vallecas;133;Palomeras Bajas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;41755
80126;2024;Ciudad de Madrid;13;Puente de Vallecas;134;Palomeras Sureste;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;44396
80218;2024;Ciudad de Madrid;13;Puente de Vallecas;135;Portazgo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;29746
80304;2024;Ciudad de Madrid;13;Puente de Vallecas;136;Numancia;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;50961
80637;2024;Ciudad de Madrid;14;Moratalaz;141;Pavones;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;9208
80725;2024;Ciudad de Madrid;14;Moratalaz;142;Horcajo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6421
80809;2024;Ciudad de Madrid;14;Moratalaz;143;Marroquina;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;26378
80893;2024;Ciudad de Madrid;14;Moratalaz;144;Media Legua;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17787
80984;2024;Ciudad de Madrid;14;Moratalaz;145;Fontarrón;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18000
81073;2024;Ciudad de Madrid;14;Moratalaz;146;Vinateros;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17329
81401;2024;Ciudad de Madrid;15;Ciudad Lineal;151;Ventas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;52223
81492;2024;Ciudad de Madrid;15;Ciudad Lineal;152;Pueblo Nuevo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;65874
81585;2024;Ciudad de Madrid;15;Ciudad Lineal;153;Quintana;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;26762
81671;2024;Ciudad de Madrid;15;Ciudad Lineal;154;Concepción;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22256
81759;2024;Ciudad de Madrid;15;Ciudad Lineal;155;San Pascual;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19019
81850;2024;Ciudad de Madrid;15;Ciudad Lineal;156;San Juan Bautista;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;13120
81937;2024;Ciudad de Madrid;15;Ciudad Lineal;157;Colina;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;6810
82018;2024;Ciudad de Madrid;15;Ciudad Lineal;158;Atalaya;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;1672
82098;2024;Ciudad de Madrid;15;Ciudad Lineal;159;Costillares;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22299
82428;2024;Ciudad de Madrid;16;Hortaleza;161;Palomas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7018
82510;2024;Ciudad de Madrid;16;Hortaleza;162;Piovera;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15455
82595;2024;Ciudad de Madrid;16;Hortaleza;163;Canillas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;40440
82692;2024;Ciudad de Madrid;16;Hortaleza;164;Pinar del Rey;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;53313
82784;2024;Ciudad de Madrid;16;Hortaleza;165;Apóstol Santiago;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;15842
82873;2024;Ciudad de Madrid;16;Hortaleza;166;Valdefuentes;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;73114
83201;2024;Ciudad de Madrid;17;Villaverde;171;Villaverde Alto, Casco Histórico de Villaverde;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;50266
83298;2024;Ciudad de Madrid;17;Villaverde;172;San Cristóbal;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18870
83385;2024;Ciudad de Madrid;17;Villaverde;173;Butarque;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;22375
83472;2024;Ciudad de Madrid;17;Villaverde;174;Los Rosales;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;39648
83565;2024;Ciudad de Madrid;17;Villaverde;175;Ángeles;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;36793
83893;2024;Ciudad de Madrid;18;Villa de Vallecas;181;Casco Histórico de Vallecas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;41984
83990;2024;Ciudad de Madrid;18;Villa de Vallecas;182;Santa Eugenia;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;24168
84078;2024;Ciudad de Madrid;18;Villa de Vallecas;183;Ensanche de Vallecas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;56185
84410;2024;Ciudad de Madrid;19;Vicálvaro;191;Casco Histórico de Vicálvaro;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;37018
84508;2024;Ciudad de Madrid;19;Vicálvaro;192;Valdebernardo;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17693
84596;2024;Ciudad de Madrid;19;Vicálvaro;193;Valderrivas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17868
84677;2024;Ciudad de Madrid;19;Vicálvaro;194;El Cañaveral;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;17193
84999;2024;Ciudad de Madrid;20;San Blas-Canillejas;201;Simancas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;30158
85088;2024;Ciudad de Madrid;20;San Blas-Canillejas;202;Hellín;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;9965
85173;2024;Ciudad de Madrid;20;San Blas-Canillejas;203;Amposta;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;9749
85259;2024;Ciudad de Madrid;20;San Blas-Canillejas;204;Arcos;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;26280
85348;2024;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;30838
85437;2024;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;18196
85524;2024;Ciudad de Madrid;20;San Blas-Canillejas;207;Canillejas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;29943
85617;2024;Ciudad de Madrid;20;San Blas-Canillejas;208;El Salvador;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;11454
85944;2024;Ciudad de Madrid;21;Barajas;211;Alameda de Osuna;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;19875
86034;2024;Ciudad de Madrid;21;Barajas;212;Aeropuerto;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;1949
86117;2024;Ciudad de Madrid;21;Barajas;213;Casco Histórico de Barajas;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7625
86203;2024;Ciudad de Madrid;21;Barajas;214;Timón;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;12400
86288;2024;Ciudad de Madrid;21;Barajas;215;Corralejos;2024;45292;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;7763
